sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,22,2,391,29.774125695601874,0.0,94.16639201468996,211.85139219125193,2303.75
post login,4000,54,4,511,51.01745992243734,0.0,94.17082587814295,320.6567201184198,3486.775
ajax post search,4000,30,4,356,33.549978535760644,0.0,94.17304296645085,390.2111536197763,4243.0
get view hotel,4000,34,3,476,40.159891683120854,0.0,94.17747745626635,272.2317707720199,2960.0
post book hotel,4000,30,4,355,34.275943747036344,0.0,94.17969485778866,639.0239451874176,6948.0
ajax post cc number,4000,25,3,371,28.7826623497115,0.0,94.18412997409936,87.00994819872852,946.0
ajax post cc name,4000,24,3,345,29.079645345799868,0.0,94.19300145999154,79.56733033485612,865.0
post booking details,4000,26,4,349,30.791737730071358,0.0,94.19078343184118,319.64157463442206,3475.0
post confirm booking,4000,41,5,401,41.26717505400025,0.0,94.18856550814732,723.4307761873646,7865.0005
cancel booking,4000,32,5,377,35.66808937621975,0.0,94.19078343184118,646.7798020006711,7031.50025
get logout,4000,40,3,412,39.58094931197962,0.0,94.21962594808498,219.81512342770998,2389.0
TOTAL,44000,33,2,511,37.45483002539043,0.0,1034.6124905944318,3904.8745964056034,3864.820522727273
