sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,16,1,223,15.189475136998643,0.0,142.1918879527923,319.75817381180906,2302.75
post login,4000,20,3,242,15.96534523389645,0.0,142.13630872006252,500.63836414433945,3606.775
ajax post search,4000,19,3,231,17.029401017064576,0.0,142.12620807276863,586.5481985503127,4226.0
get view hotel,4000,18,2,231,15.170167169069035,0.0,142.13125821696337,409.9820559286501,2953.76
post book hotel,4000,20,4,246,18.852219323928416,0.0,142.12115828744004,962.232412506662,6933.0
ajax post cc number,4000,17,2,231,17.590608566789268,0.0,142.12115828744004,97.98587670989518,706.0
ajax post cc name,4000,17,2,221,16.439557762832308,0.0,142.12620807276863,99.3773095508812,716.0
post booking details,4000,18,3,226,16.502784613512958,0.0,142.13125821696337,481.46408520768927,3468.76
post confirm booking,4000,23,4,275,19.192508955319,0.0,142.12620807276863,1105.2255809408755,7963.0
cancel booking,4000,24,4,268,20.35235305806186,0.0,142.1565143222688,990.6532091833108,7136.0
get logout,4000,22,3,253,20.7440735135966,0.0,142.1666192777936,331.6425131504123,2388.76
TOTAL,44000,20,1,275,17.8103515632862,0.0,1555.6498373638808,5855.895365975463,3854.618636363636
