sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
get login,4000,14,1,227,15.939490814875487,0.0,151.09163707788775,292.70315923169903,1983.75
post login,4000,19,2,237,16.81364170658754,0.0,151.01177891875568,478.3674151974479,3243.775
ajax post search,4000,18,3,242,18.022036009771483,0.0,151.00607799463927,478.67746989316316,3246.0
get view hotel,4000,17,2,254,14.744092441974853,0.0,151.01177891875568,392.8311877076412,2663.76
post book hotel,4000,18,3,230,16.611361503501147,0.0,150.9946774376203,914.9628647465177,6205.0
ajax post cc number,4000,15,2,227,14.359064277922151,0.0,151.01177891875568,91.13796813651464,618.0
ajax post cc name,4000,16,2,280,16.124092834947334,0.0,151.00607799463927,92.60919627014987,628.0
post booking details,4000,17,2,226,13.684059156551465,0.0,151.00607799463927,433.5172146928914,2939.76
post confirm booking,4000,20,3,238,18.249429304433058,0.0,151.00607799463927,979.1800369964891,6640.0
cancel booking,4000,21,3,248,19.75193457455497,0.0,151.02888427411742,869.1535303001699,5893.0
get logout,4000,18,3,230,14.838531343684254,0.0,151.02888427411742,305.26713233905986,2069.76
TOTAL,44000,18,1,280,16.49653407368393,0.0,1652.1477921297687,5299.487722711399,3284.618636363636
